date,store_id,product_id,category,quantity,price,total,promotion
2024-01-11,Store_5,P_50,Bottoms,3,28.29,84.87,0
2024-01-12,Store_6,P_41,Outerwear,2,24.54,49.08,0
2024-01-12,Store_10,P_8,Tops,1,29.61,29.61,0
2024-01-12,Store_9,P_22,Bottoms,4,35.52,142.08,0
2024-01-12,Store_7,P_29,Tops,2,26.79,53.58,1
2024-01-12,Store_8,P_25,Tops,1,30.56,30.56,1
2024-01-12,Store_2,P_28,Outerwear,1,37.87,37.87,0
2024-01-12,Store_9,P_14,Outerwear,4,47.23,188.92,0
2024-01-12,Store_8,P_16,Accessories,2,5.86,11.72,0
2024-01-13,Store_5,P_8,Bottoms,5,28.74,143.7,0
2024-01-13,Store_5,P_34,Tops,2,19.16,38.32,1
2024-01-13,Store_1,P_13,Accessories,4,16.57,66.28,0
2024-01-13,Store_2,P_25,Outerwear,6,37.76,226.56,1
2024-01-13,Store_4,P_21,Tops,2,29.41,58.82,0
2024-01-13,Store_6,P_41,Footwear,2,27.74,55.48,0
2024-01-13,Store_2,P_47,Bottoms,5,17.24,86.2,0
2024-01-13,Store_4,P_2,Accessories,9,7.2,64.8,0
2024-01-14,Store_9,P_29,Footwear,1,30.96,30.96,0
2024-01-14,Store_4,P_40,Bottoms,3,34.12,102.36,0
2024-01-14,Store_2,P_43,Bottoms,4,31.36,125.44,0
2024-01-14,Store_9,P_12,Accessories,3,21.23,63.69,0
2024-01-14,Store_2,P_46,Tops,4,38.47,153.88,0
2024-01-14,Store_9,P_46,Accessories,3,-2.07,1.0,0
2024-01-14,Store_10,P_40,Tops,3,16.37,49.11,0
2024-01-14,Store_2,P_10,Footwear,3,29.56,88.68,0
2024-01-15,Store_4,P_27,Bottoms,2,21.19,42.38,0
2024-01-15,Store_9,P_31,Accessories,4,15.9,63.6,0
2024-01-15,Store_2,P_43,Accessories,1,7.76,7.76,0
2024-01-15,Store_8,P_28,Tops,1,23.66,23.66,0
2024-01-15,Store_7,P_36,Tops,2,30.46,60.92,0
2024-01-15,Store_9,P_5,Bottoms,1,11.74,11.74,0
2024-01-15,Store_3,P_5,Outerwear,2,29.1,58.2,0
2024-01-15,Store_7,P_30,Footwear,2,28.23,56.46,0
2024-01-16,Store_3,P_8,Accessories,2,-0.12,1.0,0
2024-01-16,Store_5,P_18,Bottoms,2,40.93,81.86,0
2024-01-16,Store_1,P_36,Outerwear,4,28.98,115.92,0
2024-01-16,Store_2,P_26,Bottoms,2,22.36,44.72,0
2024-01-16,Store_7,P_7,Accessories,1,3.51,3.51,0
2024-01-16,Store_2,P_28,Footwear,1,24.77,24.77,0
2024-01-16,Store_7,P_2,Tops,4,30.62,122.48,0
2024-01-16,Store_9,P_21,Accessories,3,5.11,15.33,0
2024-01-17,Store_3,P_34,Bottoms,3,18.81,56.43,0
2024-01-17,Store_2,P_33,Outerwear,1,34.5,34.5,0
2024-01-17,Store_1,P_5,Tops,1,25.26,25.26,0
2024-01-17,Store_7,P_6,Tops,2,23.09,46.18,0
2024-01-17,Store_4,P_4,Footwear,3,33.12,99.36,0
2024-01-17,Store_7,P_13,Footwear,2,29.32,58.64,0
2024-01-17,Store_1,P_40,Bottoms,4,37.46,149.84,0
2024-01-17,Store_1,P_18,Bottoms,2,23.91,47.82,0
2024-01-18,Store_5,P_34,Outerwear,2,17.81,35.62,0
2024-01-18,Store_6,P_22,Accessories,1,18.38,18.38,0
2024-01-18,Store_2,P_10,Outerwear,2,23.12,46.24,0
2024-01-18,Store_10,P_35,Accessories,4,8.92,35.68,0
2024-01-18,Store_7,P_25,Bottoms,3,15.84,47.52,1
2024-01-18,Store_2,P_37,Footwear,3,21.74,65.22,0
2024-01-18,Store_3,P_1,Outerwear,2,30.69,61.38,0
2024-01-18,Store_8,P_18,Outerwear,2,28.75,57.5,0
2024-01-19,Store_5,P_25,Bottoms,1,27.45,27.45,0
2024-01-19,Store_4,P_14,Tops,3,27.45,82.35,0
2024-01-19,Store_7,P_37,Tops,3,24.59,73.77,0
2024-01-19,Store_7,P_7,Tops,3,12.16,36.48,0
2024-01-19,Store_1,P_43,Accessories,2,13.88,27.76,0
2024-01-19,Store_1,P_39,Footwear,3,36.17,108.51,0
2024-01-19,Store_1,P_32,Tops,5,26.33,131.65,0
2024-01-19,Store_9,P_13,Footwear,2,23.2,46.4,0
2024-01-20,Store_6,P_37,Tops,4,27.84,111.36,0
2024-01-20,Store_2,P_39,Accessories,1,4.17,4.17,0
2024-01-20,Store_5,P_22,Tops,5,23.81,119.05,0
2024-01-20,Store_7,P_45,Accessories,3,2.04,6.12,0
2024-01-20,Store_5,P_23,Accessories,2,13.44,26.88,0
2024-01-20,Store_6,P_4,Accessories,1,33.15,33.15,0
2024-01-20,Store_6,P_4,Bottoms,6,45.06,270.36,0
2024-01-20,Store_3,P_25,Footwear,5,40.76,203.8,1
2024-01-21,Store_3,P_30,Tops,2,50.31,100.62,0
2024-01-21,Store_8,P_43,Bottoms,1,34.19,34.19,0
2024-01-21,Store_2,P_30,Bottoms,2,21.9,43.8,0
2024-01-21,Store_9,P_3,Bottoms,3,16.76,50.28,0
2024-01-21,Store_7,P_19,Outerwear,2,21.0,42.0,0
2024-01-21,Store_2,P_29,Outerwear,2,28.81,57.62,0
2024-01-21,Store_2,P_12,Tops,2,21.86,43.72,1
2024-01-21,Store_6,P_9,Bottoms,1,34.13,34.13,0
2024-01-22,Store_2,P_31,Accessories,1,12.01,12.01,0
2024-01-22,Store_9,P_33,Bottoms,1,31.27,31.27,0
2024-01-22,Store_8,P_5,Outerwear,1,29.08,29.08,0
2024-01-22,Store_4,P_48,Accessories,1,13.24,13.24,0
2024-01-22,Store_7,P_19,Tops,2,27.96,55.92,0
2024-01-22,Store_8,P_15,Tops,2,42.03,84.06,0
2024-01-22,Store_2,P_28,Accessories,1,14.32,14.32,1
2024-01-22,Store_10,P_36,Tops,2,27.96,55.92,0
2024-01-23,Store_8,P_18,Footwear,2,33.88,67.76,0
2024-01-23,Store_10,P_3,Accessories,1,5.82,5.82,0
2024-01-23,Store_6,P_4,Bottoms,2,25.8,51.6,0
2024-01-23,Store_6,P_7,Footwear,2,33.91,67.82,0
2024-01-23,Store_10,P_23,Outerwear,4,21.35,85.4,0
2024-01-23,Store_2,P_3,Outerwear,2,34.93,69.86,0
2024-01-23,Store_4,P_46,Tops,1,16.64,16.64,0
2024-01-23,Store_1,P_29,Tops,3,44.12,132.36,0
2024-01-24,Store_3,P_9,Tops,2,19.76,39.52,0
2024-01-24,Store_1,P_44,Accessories,2,26.04,52.08,1
2024-01-24,Store_5,P_10,Outerwear,2,29.7,59.4,0
2024-01-24,Store_7,P_10,Footwear,3,38.83,116.49,0
2024-01-24,Store_2,P_39,Bottoms,3,31.37,94.11,1
2024-01-24,Store_3,P_17,Accessories,2,10.53,21.06,0
2024-01-24,Store_10,P_26,Outerwear,1,16.96,16.96,0
2024-01-24,Store_3,P_6,Footwear,3,34.41,103.23,0
2024-01-25,Store_6,P_46,Tops,1,42.96,42.96,0
2024-01-25,Store_2,P_48,Accessories,1,24.56,24.56,0
2024-01-25,Store_3,P_22,Tops,2,25.0,50.0,0
2024-01-25,Store_2,P_26,Bottoms,2,30.21,60.42,0
2024-01-25,Store_6,P_25,Outerwear,2,22.61,45.22,0
2024-01-25,Store_10,P_49,Outerwear,2,19.19,38.38,0
2024-01-25,Store_1,P_19,Footwear,4,25.39,101.56,0
2024-01-25,Store_6,P_21,Footwear,2,30.98,61.96,0
2024-01-26,Store_3,P_5,Accessories,1,13.44,13.44,0
2024-01-26,Store_4,P_25,Footwear,3,27.32,81.96,0
2024-01-26,Store_2,P_40,Accessories,3,-2.1,1.0,0
2024-01-26,Store_3,P_31,Accessories,2,21.15,42.3,1
2024-01-26,Store_9,P_7,Tops,2,38.52,77.04,0
2024-01-26,Store_1,P_27,Footwear,5,30.96,154.8,0
2024-01-26,Store_3,P_45,Accessories,1,18.55,18.55,0
2024-01-26,Store_7,P_16,Outerwear,2,31.07,62.14,1
2024-01-27,Store_6,P_28,Tops,6,18.76,112.56,0
2024-01-27,Store_10,P_50,Bottoms,1,34.01,34.01,0
2024-01-27,Store_7,P_16,Footwear,3,33.3,99.9,0
2024-01-27,Store_7,P_7,Outerwear,2,14.56,29.12,0
2024-01-27,Store_6,P_13,Outerwear,2,35.71,71.42,0
2024-01-27,Store_6,P_40,Tops,4,30.38,121.52,0
2024-01-27,Store_9,P_24,Outerwear,5,42.64,213.2,0
2024-01-27,Store_6,P_34,Outerwear,1,25.82,25.82,0
2024-01-28,Store_3,P_21,Tops,2,14.53,29.06,0
2024-01-28,Store_3,P_7,Accessories,1,2.34,2.34,1
2024-01-28,Store_3,P_47,Accessories,2,19.87,39.74,1
2024-01-28,Store_3,P_9,Outerwear,3,28.29,84.87,1
2024-01-28,Store_8,P_31,Footwear,2,39.34,78.68,0
2024-01-28,Store_5,P_5,Bottoms,2,42.97,85.94,0
2024-01-28,Store_1,P_19,Accessories,1,6.9,6.9,0
2024-01-28,Store_8,P_7,Accessories,5,21.51,107.55,0
2024-01-29,Store_8,P_23,Accessories,3,7.58,22.74,0
2024-01-29,Store_9,P_17,Accessories,3,17.06,51.18,0
2024-01-29,Store_5,P_12,Bottoms,3,32.29,96.87,0
2024-01-29,Store_3,P_28,Footwear,2,32.68,65.36,0
2024-01-29,Store_1,P_27,Outerwear,2,29.73,59.46,0
2024-01-29,Store_7,P_14,Tops,1,44.36,44.36,0
2024-01-29,Store_7,P_42,Footwear,1,29.87,29.87,0
2024-01-29,Store_9,P_15,Bottoms,3,39.51,118.53,0
2024-01-30,Store_6,P_38,Outerwear,2,31.92,63.84,0
2024-01-30,Store_1,P_11,Outerwear,6,32.44,194.64,0
2024-01-30,Store_3,P_48,Accessories,2,9.04,18.08,0
2024-01-30,Store_3,P_33,Tops,1,23.33,23.33,0
2024-01-30,Store_9,P_20,Footwear,3,36.54,109.62,1
2024-01-30,Store_9,P_22,Tops,2,18.08,36.16,0
2024-01-30,Store_9,P_34,Outerwear,3,32.0,96.0,1
2024-01-30,Store_2,P_33,Footwear,2,42.62,85.24,1
2024-01-31,Store_4,P_21,Footwear,1,31.4,31.4,0
2024-01-31,Store_9,P_21,Bottoms,2,33.27,66.54,0
2024-01-31,Store_7,P_25,Footwear,2,26.16,52.32,0
2024-01-31,Store_5,P_35,Outerwear,4,31.02,124.08,0
2024-01-31,Store_7,P_20,Outerwear,1,42.52,42.52,0
2024-01-31,Store_3,P_6,Accessories,2,11.47,22.94,1
2024-01-31,Store_7,P_19,Bottoms,2,33.52,67.04,0
2024-01-31,Store_8,P_47,Accessories,1,7.98,7.98,0
2024-02-01,Store_7,P_27,Footwear,3,35.2,105.6,0
2024-02-01,Store_2,P_46,Accessories,3,11.21,33.63,1
2024-02-01,Store_7,P_32,Accessories,3,1.99,5.97,0
2024-02-01,Store_7,P_8,Bottoms,3,41.55,124.65,0
2024-02-01,Store_10,P_21,Footwear,6,39.99,239.94,0
2024-02-01,Store_1,P_42,Outerwear,1,33.93,33.93,0
2024-02-01,Store_1,P_43,Bottoms,3,24.07,72.21,0
2024-02-01,Store_10,P_19,Tops,2,29.89,59.78,0
2024-02-02,Store_3,P_38,Bottoms,2,28.62,57.24,0
2024-02-02,Store_6,P_45,Bottoms,2,24.49,48.98,0
2024-02-02,Store_10,P_49,Bottoms,3,22.26,66.78,0
2024-02-02,Store_9,P_48,Tops,2,29.62,59.24,0
2024-02-02,Store_8,P_18,Tops,4,31.67,126.68,0
2024-02-02,Store_5,P_4,Outerwear,2,13.67,27.34,0
2024-02-02,Store_5,P_35,Tops,2,44.38,88.76,0
2024-02-02,Store_7,P_38,Outerwear,1,35.13,35.13,0
2024-02-03,Store_10,P_41,Bottoms,1,41.19,41.19,0
2024-02-03,Store_7,P_9,Accessories,2,19.4,38.8,0
2024-02-03,Store_10,P_4,Bottoms,5,30.92,154.6,0
2024-02-03,Store_4,P_19,Bottoms,3,37.6,112.8,0
2024-02-03,Store_10,P_28,Outerwear,1,21.75,21.75,0
2024-02-03,Store_3,P_30,Accessories,3,7.77,23.31,0
2024-02-03,Store_3,P_33,Tops,3,20.98,62.94,0
2024-02-03,Store_9,P_48,Outerwear,1,34.51,34.51,0
2024-02-04,Store_1,P_17,Tops,2,33.19,66.38,0
2024-02-04,Store_3,P_20,Footwear,2,35.18,70.36,0
2024-02-04,Store_5,P_49,Footwear,2,31.8,63.6,0
2024-02-04,Store_1,P_16,Bottoms,5,38.38,191.9,0
2024-02-04,Store_8,P_33,Tops,3,41.81,125.43,0
2024-02-04,Store_10,P_25,Accessories,1,23.04,23.04,0
2024-02-04,Store_3,P_46,Accessories,2,14.59,29.18,0
2024-02-04,Store_5,P_47,Accessories,2,9.67,19.34,0
2024-02-05,Store_6,P_46,Tops,2,20.76,41.52,0
2024-02-05,Store_5,P_14,Bottoms,3,32.55,97.65,0
2024-02-05,Store_4,P_10,Bottoms,2,29.62,59.24,0
2024-02-05,Store_8,P_5,Footwear,1,33.82,33.82,0
2024-02-05,Store_3,P_43,Tops,2,27.93,55.86,0
2024-02-05,Store_3,P_40,Outerwear,3,39.87,119.61,0
2024-02-05,Store_6,P_14,Bottoms,1,36.78,36.78,0
2024-02-05,Store_10,P_12,Accessories,5,21.78,108.9,0
2024-02-06,Store_4,P_14,Bottoms,2,35.82,71.64,0
2024-02-06,Store_2,P_43,Outerwear,1,30.42,30.42,0
2024-02-06,Store_4,P_22,Outerwear,3,37.33,111.99,0
2024-02-06,Store_7,P_40,Footwear,3,32.77,98.31,0
2024-02-06,Store_2,P_48,Outerwear,1,38.87,38.87,0
2024-02-06,Store_6,P_39,Bottoms,3,21.68,65.04,0
2024-02-06,Store_3,P_6,Footwear,3,36.96,110.88,1
2024-02-06,Store_8,P_36,Bottoms,3,33.97,101.91,0
2024-02-07,Store_4,P_26,Tops,2,31.58,63.16,0
2024-02-07,Store_8,P_50,Bottoms,1,33.59,33.59,0
2024-02-07,Store_5,P_13,Footwear,3,38.04,114.12,0
2024-02-07,Store_5,P_44,Accessories,4,9.98,39.92,0
2024-02-07,Store_4,P_2,Outerwear,5,28.8,144.0,0
2024-02-07,Store_1,P_24,Accessories,1,13.0,13.0,0
2024-02-07,Store_4,P_50,Accessories,2,4.92,9.84,0
2024-02-07,Store_7,P_40,Outerwear,2,42.42,84.84,0
2024-02-08,Store_6,P_25,Tops,1,43.14,43.14,0
2024-02-08,Store_7,P_41,Bottoms,2,38.08,76.16,0
2024-02-08,Store_7,P_30,Bottoms,3,20.75,62.25,0
2024-02-08,Store_7,P_19,Bottoms,3,17.74,53.22,0
2024-02-08,Store_6,P_40,Outerwear,4,36.07,144.28,0
2024-02-08,Store_1,P_17,Tops,2,32.25,64.5,1
2024-02-08,Store_10,P_5,Footwear,2,16.46,32.92,0
2024-02-08,Store_4,P_10,Tops,3,29.21,87.63,0
2024-02-09,Store_5,P_9,Footwear,3,22.14,66.42,0
2024-02-09,Store_4,P_7,Footwear,2,28.2,56.4,0
2024-02-09,Store_10,P_11,Tops,2,17.26,34.52,1
2024-02-09,Store_3,P_11,Bottoms,3,33.52,100.56,0
2024-02-09,Store_9,P_40,Bottoms,6,34.0,204.0,0
2024-02-09,Store_2,P_8,Bottoms,4,19.63,78.52,0
2024-02-09,Store_9,P_45,Bottoms,3,24.61,73.83,0
2024-02-09,Store_6,P_15,Bottoms,3,32.23,96.69,0
2024-02-10,Store_7,P_18,Bottoms,2,39.8,79.6,0
2024-02-10,Store_1,P_11,Tops,2,42.99,85.98,0
2024-02-10,Store_5,P_44,Footwear,3,23.57,70.71,0
2024-02-10,Store_10,P_2,Bottoms,4,43.11,172.44,0
2024-02-10,Store_4,P_20,Outerwear,3,21.19,63.57,0
2024-02-10,Store_1,P_34,Tops,1,24.31,24.31,0
2024-02-10,Store_4,P_14,Tops,1,25.03,25.03,0
2024-02-10,Store_2,P_3,Outerwear,4,35.61,142.44,0
2024-02-11,Store_1,P_29,Accessories,5,6.36,31.8,0
2024-02-11,Store_2,P_29,Outerwear,2,29.55,59.1,0
2024-02-11,Store_6,P_31,Accessories,1,4.68,4.68,0
2024-02-11,Store_6,P_1,Footwear,3,30.65,91.95,0
2024-02-11,Store_9,P_13,Bottoms,2,21.26,42.52,1
2024-02-11,Store_9,P_5,Bottoms,4,27.47,109.88,0
2024-02-11,Store_6,P_39,Accessories,1,7.78,7.78,0
2024-02-11,Store_6,P_40,Accessories,3,14.89,44.67,0
2024-02-12,Store_9,P_33,Outerwear,2,15.31,30.62,0
2024-02-12,Store_9,P_46,Tops,3,34.06,102.18,0
2024-02-12,Store_3,P_39,Footwear,4,26.49,105.96,0
2024-02-12,Store_9,P_27,Accessories,4,21.33,85.32,0
2024-02-12,Store_7,P_41,Accessories,2,3.71,7.42,1
2024-02-12,Store_2,P_45,Outerwear,3,40.5,121.5,0
2024-02-12,Store_7,P_10,Tops,4,30.08,120.32,0
2024-02-12,Store_8,P_44,Tops,1,19.51,19.51,0
2024-02-13,Store_2,P_24,Bottoms,1,30.45,30.45,1
2024-02-13,Store_7,P_25,Tops,2,34.24,68.48,0
2024-02-13,Store_2,P_39,Bottoms,2,20.32,40.64,0
2024-02-13,Store_6,P_50,Outerwear,2,34.8,69.6,0
2024-02-13,Store_5,P_14,Tops,3,25.49,76.47,0
2024-02-13,Store_7,P_1,Accessories,2,8.71,17.42,0
2024-02-13,Store_2,P_45,Accessories,1,13.28,13.28,0
2024-02-13,Store_10,P_36,Bottoms,2,30.02,60.04,0
2024-02-14,Store_2,P_39,Tops,3,28.97,86.91,0
2024-02-14,Store_7,P_27,Outerwear,2,37.91,75.82,0
2024-02-14,Store_2,P_42,Tops,3,25.39,76.17,0
2024-02-14,Store_5,P_16,Outerwear,2,9.27,18.54,0
2024-02-14,Store_10,P_3,Tops,2,29.88,59.76,0
2024-02-14,Store_4,P_39,Outerwear,3,34.63,103.89,0
2024-02-14,Store_1,P_7,Accessories,2,21.35,42.7,0
2024-02-14,Store_9,P_15,Footwear,2,23.1,46.2,0
2024-02-15,Store_4,P_12,Outerwear,5,25.16,125.8,0
2024-02-15,Store_9,P_20,Tops,2,44.61,89.22,0
2024-02-15,Store_1,P_17,Bottoms,3,32.21,96.63,0
2024-02-15,Store_8,P_44,Outerwear,1,36.4,36.4,0
2024-02-15,Store_5,P_48,Outerwear,1,30.71,30.71,0
2024-02-15,Store_9,P_46,Outerwear,1,43.78,43.78,0
2024-02-15,Store_5,P_40,Outerwear,2,19.22,38.44,0
2024-02-15,Store_1,P_1,Bottoms,3,22.23,66.69,0
2024-02-16,Store_6,P_43,Footwear,1,39.49,39.49,0
2024-02-16,Store_8,P_4,Outerwear,1,35.75,35.75,0
2024-02-16,Store_7,P_29,Outerwear,3,18.63,55.89,0
2024-02-16,Store_2,P_39,Accessories,1,24.01,24.01,0
2024-02-16,Store_9,P_49,Outerwear,4,41.64,166.56,0
2024-02-16,Store_1,P_17,Outerwear,3,44.39,133.17,0
2024-02-16,Store_6,P_42,Accessories,2,3.64,7.28,0
2024-02-16,Store_3,P_40,Accessories,3,-3.73,1.0,0
2024-02-17,Store_6,P_45,Tops,1,32.46,32.46,0
2024-02-17,Store_8,P_45,Accessories,5,18.53,92.65,0
2024-02-17,Store_9,P_25,Footwear,4,21.69,86.76,0
2024-02-17,Store_6,P_49,Bottoms,3,34.02,102.06,0
2024-02-17,Store_5,P_12,Footwear,1,36.5,36.5,0
2024-02-17,Store_2,P_28,Footwear,4,34.62,138.48,0
2024-02-17,Store_8,P_24,Accessories,2,26.49,52.98,0
2024-02-17,Store_6,P_44,Tops,3,34.99,104.97,0
2024-02-18,Store_4,P_50,Bottoms,1,36.63,36.63,1
2024-02-18,Store_4,P_31,Accessories,1,4.59,4.59,0
2024-02-18,Store_9,P_50,Tops,2,43.36,86.72,0
2024-02-18,Store_8,P_18,Tops,1,33.16,33.16,0
2024-02-18,Store_6,P_22,Bottoms,3,23.72,71.16,1
2024-02-18,Store_3,P_9,Tops,2,35.19,70.38,0
2024-02-18,Store_8,P_5,Outerwear,4,43.82,175.28,0
2024-02-18,Store_8,P_3,Bottoms,3,26.8,80.4,0
2024-02-19,Store_1,P_23,Outerwear,1,17.79,17.79,0
2024-02-19,Store_8,P_11,Footwear,1,40.1,40.1,0
2024-02-19,Store_4,P_24,Footwear,3,42.34,127.02,0
2024-02-19,Store_6,P_2,Outerwear,4,46.05,184.2,0
2024-02-19,Store_10,P_21,Bottoms,2,28.64,57.28,0
2024-02-19,Store_6,P_14,Footwear,4,26.37,105.48,0
2024-02-19,Store_3,P_42,Outerwear,2,29.34,58.68,0
2024-02-19,Store_5,P_37,Tops,5,29.03,145.15,0
2024-02-20,Store_5,P_25,Tops,2,39.18,78.36,0
2024-02-20,Store_9,P_19,Outerwear,3,27.57,82.71,0
2024-02-20,Store_7,P_39,Footwear,2,31.13,62.26,0
2024-02-20,Store_4,P_24,Tops,3,15.85,47.55,0
2024-02-20,Store_2,P_11,Tops,2,28.46,56.92,0
2024-02-20,Store_2,P_14,Outerwear,1,41.12,41.12,0
2024-02-20,Store_6,P_47,Tops,3,37.2,111.6,0
2024-02-20,Store_7,P_35,Bottoms,2,36.22,72.44,0
2024-02-21,Store_9,P_17,Bottoms,3,29.2,87.6,0
2024-02-21,Store_2,P_25,Accessories,3,10.37,31.11,0
2024-02-21,Store_5,P_46,Tops,4,25.79,103.16,0
2024-02-21,Store_5,P_10,Outerwear,2,29.89,59.78,0
2024-02-21,Store_10,P_8,Outerwear,2,31.98,63.96,0
2024-02-21,Store_6,P_30,Footwear,2,30.7,61.4,0
2024-02-21,Store_6,P_32,Outerwear,2,21.12,42.24,0
2024-02-21,Store_7,P_11,Footwear,4,34.54,138.16,0
2024-02-22,Store_7,P_21,Footwear,1,24.12,24.12,0
2024-02-22,Store_2,P_38,Footwear,3,23.52,70.56,0
2024-02-22,Store_1,P_31,Outerwear,2,33.04,66.08,0
2024-02-22,Store_10,P_2,Footwear,2,44.49,88.98,0
